"BehaviorSpace results (NetLogo 3D 5.1.0)"
"/home/ec2-user/swarmSimRescue/rescueSwarm3D.nlogo3d"
"SwarmModSizeExperiment"
"09/14/2014 03:16:13:555 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","swarmBehaviour","swarmModificationSize","[step]","rescued","totalVictims"
"3982","false","0.8","20000","15","16"
"4035","false","1","9180","12","12"
"4017","false","1","20000","8","9"
"4024","false","1","13043","11","11"
"4037","false","1","7582","17","17"
"4029","false","1","11653","11","11"
"4045","false","1","3935","8","8"
"4019","false","1","19703","9","9"
"4027","false","1","20000","12","15"
"4020","false","1","14898","10","10"
"4031","false","1","14134","10","10"
"4030","false","1","13785","12","12"
"4050","false","1","5553","8","8"
"4025","false","1","20000","11","12"
"4026","false","1","20000","15","16"
"4049","false","1","6043","11","11"
"4048","false","1","6690","6","6"
"4032","false","1","20000","4","16"
"4051","false","1","9068","15","15"
"4047","false","1","10436","12","12"
"3997","false","0.8","20000","9","11"
"4034","false","1","19086","14","14"
"4041","false","1","20000","17","18"
"4058","false","1","6876","15","15"
"4039","false","1","20000","13","14"
"4042","false","1","12438","10","10"
"4054","false","1","6968","9","9"
"4021","false","1","20000","11","12"
"4022","false","1","20000","8","9"
"4055","false","1","10132","11","11"
"4065","false","1","6447","13","13"
"4005","false","1","20000","12","13"
"4059","false","1","6722","13","13"
"4014","false","1","20000","10","13"
"4072","false","1","4980","17","17"
"4069","false","1","6768","13","13"
"4074","false","1","4239","9","9"
"4052","false","1","10723","9","9"
"4066","false","1","9170","14","14"
"4061","false","1","14546","11","11"
"4053","false","1","20000","1","12"
"4067","false","1","11604","13","13"
"4078","false","1","5935","10","10"
"4056","false","1","20000","13","15"
"3994","false","0.8","20000","9","10"
"4036","false","1","20000","7","8"
"4079","false","1","6190","14","14"
"4040","false","1","13308","12","12"
"4043","false","1","20000","13","14"
"4060","false","1","20000","10","15"
"4087","false","1","4540","9","9"
"4080","false","1","8071","12","12"
"4071","false","1","20000","7","8"
"4083","false","1","11655","18","18"
"4028","false","1","20000","14","15"
"4062","false","1","20000","6","8"
"4063","false","1","20000","10","11"
"4090","false","1","4834","6","6"
"4084","false","1","9098","17","17"
"4064","false","1","20000","15","16"
"4070","false","1","20000","17","18"
"4046","false","1","20000","9","11"
"4076","false","1","15154","10","10"
"4091","false","1","7609","10","10"
"4094","false","1","8108","10","10"
"4097","false","1","5055","9","9"
"4075","false","1","20000","13","14"
"4073","false","1","20000","14","15"
"4096","false","1","7172","12","12"
"4057","false","1","20000","13","14"
"4082","false","1","15716","15","15"
"4114","false","1","2323","8","8"
"4113","false","1","2737","8","8"
"4095","false","1","12786","11","11"
"4077","false","1","16565","10","10"
"4111","false","1","6198","13","13"
"4099","false","1","8480","12","12"
"4086","false","1","20000","11","18"
"4105","false","1","8530","15","15"
"4085","false","1","20000","12","13"
"4089","false","1","20000","6","8"
"4117","false","1","6146","11","11"
"4068","false","1","20000","15","16"
"4092","false","1","20000","13","18"
"4121","false","1","4157","10","10"
"4109","false","1","6713","12","12"
"4093","false","1","20000","17","18"
"4126","false","1","4474","11","11"
"4098","false","1","12412","16","16"
"4104","false","1","13140","14","14"
"4112","false","1","10396","10","10"
"4118","false","1","9551","10","10"
"4125","false","1","6542","14","14"
"4100","false","1","11015","21","21"
"4107","false","1","16559","15","15"
"4130","false","1","3315","11","11"
"4108","false","1","20000","27","28"
"4122","false","1","10066","12","12"
"4120","false","1","12299","9","9"
"4115","false","1","20000","14","17"
"4132","false","1","5789","8","8"
"4134","false","1","6632","8","8"
"4088","false","1","20000","13","14"
"4106","false","1","20000","9","11"
"4110","false","1","20000","9","10"
"4081","false","1","20000","7","9"
"4147","false","1","4400","7","7"
"4146","false","1","6818","10","10"
"4101","false","1","20000","6","7"
"4148","false","1","5570","11","11"
"4123","false","1","18429","19","19"
"4103","false","1","20000","12","13"
"4139","false","1","11546","14","14"
"4127","false","1","20000","10","12"
"4149","false","1","6402","11","11"
"4116","false","1","20000","14","15"
"4140","false","1","9241","11","11"
"4142","false","1","11668","17","17"
"4154","false","1","5072","9","9"
"4124","false","1","20000","9","10"
"4150","false","1","5920","7","7"
"4128","false","1","20000","9","11"
"4145","false","1","12942","20","20"
"4136","false","1","20000","3","12"
"4129","false","1","20000","7","10"
"4137","false","1","14032","6","6"
"4131","false","1","11799","9","9"
"4158","false","1","6461","12","12"
"4144","false","1","11752","17","17"
"4044","false","1","20000","13","14"
"4155","false","1","9021","10","10"
"4152","false","1","10340","19","19"
"4175","false","1","3084","11","11"
"4138","false","1","20000","13","14"
"4167","false","1","4659","12","12"
"4168","false","1","5435","8","8"
"4163","false","1","6613","11","11"
"4141","false","1","18041","15","15"
"4172","false","1","5346","11","11"
"4173","false","1","5137","11","11"
"4164","false","1","5870","8","8"
"4178","false","1","4921","12","12"
"4161","false","1","10362","18","18"
"4162","false","1","8166","10","10"
"4119","false","1","20000","7","8"
"4179","false","1","5761","10","10"
"4135","false","1","20000","13","14"
"4133","false","1","20000","9","10"
"4184","false","1","3905","8","8"
"4177","false","1","4774","11","11"
"4151","false","1","14590","15","15"
"4166","false","1","12526","11","11"
"4189","false","1","6382","10","10"
"4191","false","1","4206","11","11"
"4186","false","1","5888","7","7"
"4157","false","1","20000","10","12"
"4180","false","1","7223","6","6"
"4188","false","1","5128","14","14"
"4169","false","1","14619","12","12"
"4183","false","1","8204","13","13"
"4156","false","1","20000","7","8"
"4170","false","1","13109","12","12"
"4187","false","1","7869","9","9"
"4176","false","1","20000","10","11"
"4143","false","1","12918","9","9"
"4185","false","1","11459","8","8"
"4171","false","1","20000","17","20"
"4153","false","1","13588","12","12"
"4193","false","1","6759","11","11"
"4196","false","1","5929","9","9"
"4213","false","1","3387","15","15"
"4202","false","1","6789","11","11"
"4209","false","1","5432","14","14"
"4215","false","1","2375","7","7"
"4102","false","1","18944","17","17"
"4159","false","1","20000","11","12"
"4211","false","1","7234","10","10"
"4207","false","1","6504","11","11"
"4160","false","1","20000","10","11"
"4190","false","1","10874","8","8"
"4199","false","1","13581","13","13"
"4192","false","1","8480","8","8"
"4206","false","1","7726","7","7"
"4200","false","1","20000","7","8"
"4197","false","1","9888","9","9"
"4216","false","1","9773","13","13"
"4217","false","1","8005","17","17"
"4203","false","1","13699","12","12"
"4225","false","1","4337","8","8"
"4181","false","1","20000","12","13"
"4201","false","1","20000","20","21"
"4194","false","1","17069","6","6"
"4220","false","1","7121","8","8"
"4204","false","1","12369","9","9"
"4219","false","1","10406","11","11"
"4182","false","1","13315","17","17"
"4210","false","1","20000","6","9"
"4227","false","1","6121","11","11"
"4198","false","1","20000","6","9"
"4223","false","1","8805","13","13"
"4208","false","1","13009","15","15"
"4237","false","1","3507","8","8"
"4174","false","1","15218","10","10"
"4214","false","1","20000","11","12"
"4240","false","1","5248","13","13"
"4205","false","1","20000","5","6"
"4230","false","1","9606","17","17"
"4229","false","1","6822","12","12"
"4238","false","1","7467","11","11"
"4251","false","1","4228","10","10"
"4226","false","1","14831","12","12"
"4233","false","1","8907","11","11"
"4250","false","1","6513","7","7"
"4244","false","1","6681","11","11"
"4224","false","1","20000","10","11"
"4252","false","1","6826","6","6"
"4231","false","1","13520","10","10"
"4247","false","1","8048","11","11"
"4195","false","1","20000","4","5"
"4246","false","1","5543","14","14"
"4259","false","1","3431","6","6"
"4248","false","1","9192","21","21"
"4260","false","1","3860","9","9"
"4241","false","1","13966","8","8"
"4242","false","1","12181","13","13"
"4236","false","1","20000","11","13"
"4218","false","1","20000","12","13"
"4255","false","1","10221","12","12"
"4165","false","1","20000","6","7"
"4235","false","1","20000","9","10"
"4261","false","1","9495","14","14"
"4239","false","1","20000","12","15"
"4228","false","1","20000","14","15"
"4234","false","1","16653","8","8"
"4270","false","1","6199","11","11"
"4258","false","1","10685","14","14"
"4221","false","1","14513","13","13"
"4254","false","1","16389","8","8"
"4245","false","1","20000","16","18"
"4253","false","1","17083","19","19"
"4272","false","1","5794","9","9"
"4273","false","1","4509","14","14"
"4249","false","1","20000","11","12"
"4278","false","1","5353","12","12"
"4257","false","1","17343","14","14"
"4264","false","1","14336","11","11"
"4222","false","1","19467","14","14"
"4243","false","1","19217","20","20"
"4263","false","1","20000","14","22"
"4280","false","1","6424","16","16"
"4283","false","1","4425","9","9"
"4269","false","1","12757","8","8"
"4282","false","1","6841","14","14"
"4275","false","1","8200","12","12"
"4268","false","1","14875","23","23"
"4281","false","1","7452","13","13"
"4287","false","1","7483","5","5"
"4265","false","1","20000","9","10"
"4279","false","1","10364","13","13"
"4296","false","1","5040","9","9"
"4262","false","1","20000","12","13"
"4292","false","1","6080","11","11"
"4286","false","1","9380","14","14"
"4271","false","1","20000","11","12"
"4293","false","1","8225","14","14"
"4290","false","1","7705","13","13"
"4274","false","1","20000","7","8"
"4266","false","1","20000","13","18"
"4288","false","1","14535","14","14"
"4306","false","1","7827","12","12"
"4305","false","1","8649","11","11"
"4285","false","1","20000","14","16"
"4291","false","1","20000","15","16"
"4267","false","1","20000","8","9"
"4276","false","1","20000","10","12"
"4277","false","1","20000","13","14"
"4256","false","1","20000","9","10"
"4232","false","1","20000","10","12"
"4298","false","1","12515","9","9"
"4319","false","1","3470","7","7"
"4289","false","1","20000","11","14"
"4300","false","1","20000","12","14"
"4314","false","1","7670","13","13"
"4295","false","1","20000","11","12"
"4299","false","1","20000","7","9"
"4311","false","1","12462","13","13"
"4297","false","1","20000","11","12"
"4318","false","1","6748","12","12"
"4315","false","1","5123","8","8"
"4324","false","1","4306","12","12"
"4212","false","1","20000","15","17"
"4312","false","1","14395","13","13"
"4323","false","1","5308","14","14"
"4309","false","1","20000","12","14"
"4302","false","1","15209","13","13"
"4316","false","1","8565","14","14"
"4304","false","1","16012","17","17"
"4307","false","1","20000","13","14"
"4301","false","1","20000","12","13"
"4308","false","1","20000","9","11"
"4340","false","1","2454","6","6"
"4313","false","1","10648","13","13"
"4284","false","1","20000","13","14"
"4330","false","1","9490","10","10"
"4303","false","1","20000","14","16"
"4326","false","1","9027","12","12"
"4337","false","1","9392","14","14"
"4310","false","1","20000","22","23"
"4294","false","1","20000","8","9"
"4322","false","1","10971","10","10"
"4325","false","1","6719","8","8"
"4332","false","1","10421","13","13"
"4343","false","1","10410","16","16"
"4328","false","1","13426","15","15"
"4346","false","1","6787","14","14"
"4317","false","1","15505","10","10"
"4344","false","1","8941","10","10"
"4347","false","1","10812","19","19"
"4349","false","1","7319","13","13"
"4338","false","1","5526","6","6"
"4353","false","1","6739","10","10"
"4354","false","1","9430","12","12"
"4355","false","1","6527","6","6"
"4341","false","1","14561","8","8"
"4361","false","1","4606","9","9"
"4321","false","1","20000","6","8"
"4348","false","1","10087","15","15"
"4335","false","1","20000","6","14"
"4342","false","1","14418","14","14"
"4331","false","1","20000","9","11"
"4359","false","1","7655","14","14"
"4363","false","1","5965","13","13"
"4334","false","1","17996","20","20"
"4320","false","1","19232","6","6"
"4345","false","1","20000","4","9"
"4369","false","1","4388","16","16"
"4351","false","1","20000","10","12"
"4368","false","1","8043","10","10"
"4367","false","1","4895","12","12"
"4377","false","1","3704","13","13"
"4376","false","1","4844","18","18"
"4365","false","1","11894","8","8"
"4371","false","1","6437","12","12"
"4373","false","1","5447","10","10"
"4370","false","1","7409","15","15"
"4352","false","1","13946","11","11"
"4385","false","1","4982","10","10"
"4375","false","1","7520","15","15"
"4329","false","1","20000","7","8"
"4339","false","1","17554","10","10"
"4372","false","1","9722","6","6"
"4356","false","1","9716","13","13"
"4362","false","1","20000","7","9"
"4336","false","1","14716","19","19"
"4393","false","1","2892","9","9"
"4382","false","1","8661","14","14"
"4366","false","1","12992","14","14"
"4360","false","1","20000","10","11"
"4364","false","1","20000","8","9"
"4384","false","1","11230","16","16"
"4398","false","1","6041","8","8"
"4389","false","1","14444","15","15"
"4333","false","1","20000","6","8"
"4327","false","1","20000","17","18"
"4405","false","1","4361","10","10"
"4374","false","1","20000","12","15"
"4404","false","1","6084","12","12"
"4380","false","1","13860","8","8"
"4400","false","1","6131","10","10"
"4396","false","1","8515","8","8"
"4397","false","1","10843","12","12"
"4401","false","1","5770","8","8"
"4390","false","1","20000","11","14"
"4381","false","1","20000","16","17"
"4403","false","1","9051","18","18"
"4391","false","1","14470","12","12"
"4350","false","1","20000","10","15"
"4358","false","1","20000","9","11"
"4378","false","1","19536","10","10"
"4394","false","1","20000","10","13"
"4388","false","1","20000","7","9"
"4421","false","1","4208","10","10"
"4383","false","1","20000","9","10"
"4387","false","1","13386","8","8"
"4408","false","1","12069","13","13"
"4417","false","1","5620","11","11"
"4392","false","1","20000","16","19"
"4418","false","1","5559","10","10"
"4357","false","1","20000","9","10"
"4415","false","1","6811","12","12"
"4420","false","1","5677","7","7"
"4416","false","1","7208","13","13"
"4395","false","1","14673","10","10"
"4413","false","1","12644","11","11"
"4407","false","1","12714","12","12"
"4412","false","1","13084","12","12"
"4414","false","1","9819","13","13"
"4409","false","1","20000","3","7"
"4386","false","1","20000","12","13"
"4435","false","1","6025","8","8"
"4427","false","1","8994","17","17"
"4430","false","1","6707","14","14"
"4379","false","1","20000","4","7"
"4410","false","1","20000","13","15"
"4432","false","1","5876","8","8"
"4423","false","1","8410","16","16"
"4411","false","1","20000","8","9"
"4434","false","1","7218","7","7"
"4422","false","1","20000","12","13"
"4437","false","1","7547","14","14"
"4402","false","1","20000","17","18"
"4428","false","1","12235","13","13"
"4440","false","1","8186","5","5"
"4426","false","1","12741","12","12"
"4419","false","1","9362","11","11"
"4406","false","1","20000","8","9"
"4456","false","1","4361","14","14"
"4450","false","1","6381","16","16"
"4451","false","1","7151","13","13"
"4442","false","1","10962","11","11"
"4429","false","1","20000","8","11"
"4453","false","1","4998","12","12"
"4454","false","1","8402","12","12"
"4433","false","1","20000","11","14"
"4445","false","1","11048","14","14"
"4452","false","1","10501","18","18"
"4399","false","1","20000","11","13"
"4436","false","1","20000","9","12"
"4457","false","1","9379","14","14"
"4470","false","1","3367","8","8"
"4466","false","1","8457","13","13"
"4455","false","1","11654","14","14"
"4467","false","1","6523","20","20"
"4444","false","1","13715","8","8"
"4473","false","1","2791","11","11"
"4458","false","1","7732","15","15"
"4431","false","1","20000","11","12"
"4438","false","1","14349","18","18"
"4443","false","1","14587","8","8"
"4448","false","1","20000","15","16"
"4468","false","1","10412","17","17"
"4447","false","1","20000","17","19"
"4477","false","1","6126","15","15"
"4463","false","1","12967","15","15"
"4424","false","1","20000","14","15"
"4480","false","1","4661","7","7"
"4487","false","1","3349","8","8"
"4449","false","1","17052","6","6"
"4481","false","1","5887","6","6"
"4425","false","1","20000","9","10"
"4459","false","1","20000","14","16"
"4479","false","1","8515","10","10"
"4460","false","1","20000","18","19"
"4482","false","1","6465","15","15"
"4465","false","1","13151","13","13"
"4476","false","1","9224","12","12"
"4498","false","1","1869","4","4"
"4464","false","1","15796","10","10"
"4493","false","1","6034","17","17"
"4489","false","1","8461","13","13"
"4494","false","1","5622","6","6"
"4475","false","1","9656","6","6"
"4491","false","1","9376","20","20"
"4485","false","1","12839","9","9"
"4472","false","1","16208","13","13"
"4499","false","1","5987","14","14"
"4478","false","1","20000","14","19"
"4490","false","1","8601","19","19"
"4495","false","1","7348","15","15"
"4496","false","1","8450","12","12"
"4497","false","1","5351","7","7"
"4462","false","1","20000","12","13"
"4446","false","1","17045","13","13"
"4486","false","1","9139","12","12"
"4492","false","1","8120","12","12"
"4504","false","1","8407","10","10"
"4469","false","1","20000","3","5"
"4509","false","1","5023","8","8"
"4471","false","1","20000","16","17"
"4511","false","1","4727","10","10"
"4508","false","1","8672","13","13"
"4517","false","1","2819","2","2"
"4515","false","1","6543","10","10"
"4488","false","1","17268","8","8"
"4484","false","1","20000","6","7"
"4461","false","1","20000","14","15"
"4441","false","1","20000","14","15"
"4514","false","1","9770","11","11"
"4439","false","1","20000","12","13"
"4505","false","1","20000","4","20"
"4512","false","1","9859","7","7"
"4507","false","1","20000","9","10"
"4501","false","1","20000","11","12"
"4500","false","1","20000","6","10"
"4516","false","1","9862","18","18"
"4510","false","1","20000","11","14"
"4528","false","1","5782","12","12"
"4506","false","1","20000","10","12"
"4524","false","1","5561","13","13"
"4503","false","1","17654","12","12"
"4527","false","1","10941","11","11"
"4526","false","1","10662","11","11"
"4519","false","1","7030","10","10"
"4502","false","1","16263","8","8"
"4523","false","1","11460","13","13"
"4539","false","1","6185","9","9"
"4513","false","1","20000","10","11"
"4474","false","1","11861","10","10"
"4537","false","1","8478","9","9"
"4521","false","1","20000","10","12"
"4483","false","1","18343","13","13"
"4538","false","1","9743","10","10"
"4547","false","1","9227","15","15"
"4551","false","1","4750","8","8"
"4549","false","1","7106","11","11"
"4529","false","1","20000","17","19"
"4530","false","1","20000","8","9"
"4540","false","1","8164","8","8"
"4525","false","1","19564","13","13"
"4532","false","1","20000","8","9"
"4553","false","1","6399","16","16"
"4542","false","1","10748","16","16"
"4533","false","1","20000","16","17"
"4535","false","1","20000","11","15"
"4541","false","1","11202","14","14"
"4554","false","1","6090","6","6"
"4531","false","1","20000","7","10"
"4563","false","1","4021","4","4"
"4543","false","1","20000","15","16"
"4548","false","1","9986","12","12"
"4555","false","1","6051","9","9"
"4566","false","1","6404","14","14"
"4545","false","1","11809","21","21"
"4564","false","1","9869","13","13"
"4520","false","1","20000","16","17"
"4570","false","1","7374","10","10"
"4561","false","1","10085","9","9"
"4577","false","1","6164","10","10"
"4557","false","1","12980","9","9"
"4556","false","1","20000","13","15"
"4534","false","1","20000","11","12"
"4522","false","1","20000","17","18"
"4546","false","1","20000","8","12"
"4559","false","1","13818","11","11"
"4569","false","1","12998","13","13"
"4558","false","1","13815","12","12"
"4576","false","1","6903","4","4"
"4593","false","1","1114","21","17"
"4560","false","1","20000","10","11"
"4562","false","1","15140","11","11"
"4571","false","1","20000","11","13"
"4579","false","1","7632","10","10"
"4572","false","1","10365","16","16"
"4536","false","1","20000","9","11"
"4565","false","1","13419","8","8"
"4573","false","1","14318","10","10"
"4568","false","1","20000","10","11"
"4582","false","1","6363","13","13"
"4552","false","1","20000","7","8"
"4594","false","1","5452","15","15"
"4544","false","1","20000","4","5"
"4575","false","1","20000","16","18"
"4518","false","1","20000","10","16"
"4581","false","1","20000","8","11"
"4596","false","1","9209","17","17"
"4604","false","1","6645","14","14"
"4580","false","1","20000","4","6"
"4595","false","1","10744","14","14"
"4606","false","1","4643","7","7"
"4600","false","1","6479","12","12"
"4601","false","1","8616","10","10"
"4584","false","1","20000","11","13"
"4587","false","1","20000","8","10"
"4590","false","1","10908","14","14"
"4567","false","1","13430","11","11"
"4608","false","1","7732","8","8"
"4597","false","1","12282","11","11"
"4598","false","1","8933","11","11"
"4585","false","1","20000","11","12"
"4586","false","1","16127","11","11"
"4591","false","1","20000","12","13"
"4589","false","1","10448","10","10"
"4588","false","1","20000","12","13"
"4574","false","1","20000","10","11"
"4607","false","1","8616","10","10"
"4550","false","1","20000","9","10"
"4616","false","1","4391","11","11"
"4609","false","1","8596","14","14"
"4610","false","1","6547","15","15"
"4615","false","1","5051","12","12"
"4623","false","1","5926","8","8"
"4592","false","1","14689","9","9"
"4624","false","1","5212","11","11"
"4619","false","1","6277","14","14"
"4603","false","1","17243","15","15"
"4622","false","1","7357","12","12"
"4599","false","1","20000","9","10"
"4613","false","1","9083","6","6"
"4635","false","1","5051","16","16"
"4612","false","1","12729","14","14"
"4626","false","1","8913","14","14"
"4605","false","1","10385","8","8"
"4618","false","1","11524","12","12"
"4611","false","1","14951","14","14"
"4578","false","1","20000","12","13"
"4617","false","1","9214","14","14"
"4625","false","1","8396","10","10"
"4620","false","1","12342","13","13"
"4632","false","1","7510","10","10"
"4637","false","1","9507","16","16"
"4621","false","1","12385","15","15"
"4583","false","1","20000","13","14"
"4634","false","1","8556","15","15"
"4648","false","1","4968","10","10"
"4602","false","1","20000","10","11"
"4650","false","1","4982","17","17"
"4614","false","1","20000","13","14"
"4647","false","1","7937","15","15"
"4636","false","1","9239","14","14"
"4644","false","1","11065","12","12"
"4631","false","1","20000","15","18"
"4641","false","1","11283","7","7"
"4628","false","1","15734","16","16"
"4643","false","1","11107","15","15"
"4655","false","1","8920","15","15"
"4630","false","1","20000","16","17"
"4640","false","1","20000","18","20"
"4633","false","1","10409","9","9"
"4638","false","1","20000","15","16"
"4657","false","1","7539","12","12"
"4639","false","1","20000","5","17"
"4654","false","1","20000","10","11"
"4649","false","1","8050","11","11"
"4642","false","1","20000","19","20"
"4627","false","1","20000","12","13"
"4651","false","1","20000","13","14"
"4659","false","1","18320","9","9"
"4661","false","1","20000","6","7"
"4676","false","1","5672","11","11"
"4660","false","1","12753","16","16"
"4678","false","1","4049","17","17"
"4672","false","1","9556","12","12"
"4653","false","1","20000","15","16"
"4664","false","1","12615","15","15"
"4646","false","1","20000","24","25"
"4681","false","1","5945","11","11"
"4658","false","1","20000","6","14"
"4686","false","1","5249","10","10"
"4679","false","1","11010","11","11"
"4670","false","1","20000","11","12"
"4665","false","1","20000","14","15"
"4656","false","1","14429","7","7"
"4692","false","1","4918","11","11"
"4673","false","1","20000","5","6"
"4669","false","1","11057","8","8"
"4691","false","1","5243","12","12"
"4663","false","1","18807","21","21"
"4687","false","1","8071","11","11"
"4688","false","1","9653","8","8"
"4698","false","1","3712","8","8"
"4674","false","1","17074","15","15"
"4697","false","1","6125","5","5"
"4682","false","1","10932","15","15"
"4662","false","1","14399","15","15"
"4666","false","1","20000","10","11"
"4645","false","1","20000","8","9"
"4675","false","1","11669","12","12"
"4685","false","1","20000","11","12"
"4703","false","1","5687","12","12"
"4690","false","1","9364","9","9"
"4671","false","1","20000","16","17"
"4689","false","1","20000","13","14"
"4701","false","1","5867","10","10"
"4704","false","1","5605","13","13"
"4680","false","1","9789","13","13"
"4694","false","1","8791","11","11"
"4702","false","1","5509","13","13"
"4684","false","1","15306","10","10"
"4652","false","1","20000","12","13"
"4708","false","1","6211","4","4"
"4693","false","1","14845","15","15"
"4705","false","1","10091","8","8"
"4700","false","1","12038","14","14"
"4711","false","1","7204","9","9"
"4709","false","1","9188","14","14"
"4629","false","1","18134","17","17"
"4710","false","1","8529","12","12"
"4668","false","1","20000","9","11"
"4724","false","1","6769","16","16"
"4696","false","1","20000","13","15"
"4714","false","1","5406","8","8"
"4677","false","1","18314","13","13"
"4718","false","1","9034","15","15"
"4715","false","1","14306","19","19"
"4725","false","1","10382","8","8"
"4719","false","1","20000","8","14"
"4707","false","1","14310","8","8"
"4706","false","1","20000","10","11"
"4716","false","1","20000","8","10"
"4722","false","1","6789","12","12"
"4726","false","1","7547","13","13"
"4734","false","1","6016","15","15"
"4739","false","1","5167","9","9"
"4667","false","1","20000","11","12"
"4742","false","1","5198","11","11"
"4736","false","1","7731","19","19"
"4746","false","1","2831","6","6"
"4743","false","1","5499","10","10"
"4720","false","1","18225","12","12"
"4683","false","1","20000","9","10"
"4729","false","1","12817","6","6"
"4730","false","1","10944","17","17"
"4731","false","1","13556","14","14"
"4721","false","1","20000","13","16"
"4732","false","1","20000","8","9"
"4750","false","1","6852","12","12"
"4753","false","1","4699","16","16"
"4717","false","1","14705","15","15"
"4699","false","1","20000","7","8"
"4756","false","1","4722","6","6"
"4758","false","1","6390","16","16"
"4713","false","1","15130","8","8"
"4728","false","1","20000","11","12"
"4760","false","1","4788","5","5"
"4695","false","1","20000","10","11"
"4759","false","1","6795","10","10"
"4745","false","1","11931","19","19"
"4740","false","1","10535","6","6"
"4741","false","1","16059","9","9"
"4754","false","1","10404","15","15"
"4749","false","1","10664","10","10"
"4751","false","1","11305","12","12"
"4747","false","1","6160","10","10"
"4764","false","1","5195","7","7"
"4766","false","1","6640","14","14"
"4755","false","1","12900","17","17"
"4735","false","1","20000","12","13"
"4757","false","1","17749","22","22"
"4777","false","1","6358","10","10"
"4768","false","1","6712","12","12"
"4779","false","1","4023","11","11"
"4752","false","1","14741","14","14"
"4781","false","1","4446","11","11"
"4737","false","1","20000","9","10"
"4775","false","1","7351","11","11"
"4738","false","1","20000","11","12"
"4763","false","1","20000","11","12"
"4765","false","1","14838","14","14"
"4762","false","1","12770","14","14"
"4774","false","1","11256","16","16"
"4761","false","1","20000","17","18"
"4727","false","1","20000","9","11"
"4744","false","1","20000","18","20"
"4723","false","1","20000","14","15"
"4733","false","1","20000","10","12"
"4772","false","1","11259","7","7"
"4782","false","1","8559","14","14"
"4767","false","1","20000","16","17"
"4794","false","1","4367","9","9"
"4769","false","1","20000","18","19"
"4788","false","1","5746","10","10"
"4773","false","1","20000","12","15"
"4771","false","1","20000","5","6"
"4785","false","1","10910","15","15"
"4804","false","1","4788","14","14"
"4787","false","1","11335","8","8"
"4796","false","1","9468","8","8"
"4783","false","1","20000","8","9"
"4776","false","1","10544","12","12"
"4770","false","1","20000","10","12"
"4784","false","1","14300","16","16"
"4798","false","1","8143","12","12"
"4807","false","1","6575","9","9"
"4808","false","1","4507","11","11"
"4778","false","1","20000","16","17"
"4799","false","1","7387","10","10"
"4800","false","1","9117","11","11"
"4780","false","1","11084","18","18"
"4789","false","1","20000","14","15"
"4790","false","1","20000","23","25"
"4812","false","1","7581","13","13"
"4820","false","1","6353","9","9"
"4791","false","1","20000","17","18"
"4813","false","1","6845","9","9"
"4822","false","1","6332","12","12"
"4797","false","1","14295","11","11"
"4816","false","1","7274","11","11"
"4786","false","1","19533","16","16"
"4748","false","1","19846","13","13"
"4826","false","1","6594","9","9"
"4793","false","1","7649","12","12"
"4823","false","1","7547","10","10"
"4801","false","1","13934","12","12"
"4811","false","1","14551","20","20"
"4795","false","1","20000","6","8"
"4806","false","1","20000","14","15"
"4805","false","1","20000","12","13"
"4809","false","1","20000","9","13"
"4818","false","1","10897","10","10"
"4829","false","1","6776","10","10"
"4824","false","1","14291","10","10"
"4803","false","1","19709","12","12"
"4814","false","1","20000","4","15"
"4815","false","1","20000","13","14"
"4712","false","1","20000","5","6"
"4792","false","1","20000","19","20"
"4828","false","1","11392","13","13"
"4810","false","1","20000","7","17"
"4817","false","1","20000","12","14"
"4830","false","1","12923","16","16"
"4849","false","1","6509","14","14"
"4847","false","1","6996","8","8"
"4855","false","1","4611","11","11"
"4851","false","1","6181","7","7"
"4842","false","1","9528","16","16"
"4838","false","1","7678","20","20"
"4840","false","1","10773","8","8"
"4834","false","1","20000","11","12"
"4843","false","1","18046","11","11"
"4821","false","1","20000","6","7"
"4853","false","1","7462","12","12"
"4841","false","1","13898","9","9"
"4837","false","1","15535","12","12"
"4835","false","1","11762","17","17"
"4832","false","1","16986","7","7"
"4856","false","1","6796","9","9"
"4859","false","1","7533","11","11"
"4858","false","1","11010","12","12"
"4860","false","1","7510","14","14"
"4845","false","1","14907","16","16"
"4839","false","1","20000","10","11"
"4836","false","1","12848","9","9"
"4848","false","1","20000","25","26"
"4866","false","1","5532","7","7"
"4865","false","1","6457","15","15"
"4850","false","1","14084","20","20"
"4833","false","1","14715","12","12"
"4871","false","1","4906","14","14"
"4844","false","1","20000","17","18"
"4831","false","1","20000","20","21"
"4874","false","1","7918","9","9"
"4819","false","1","20000","8","9"
"4854","false","1","20000","11","12"
"4802","false","1","19614","16","16"
"4861","false","1","11857","8","8"
"4869","false","1","6170","14","14"
"4872","false","1","7439","8","8"
"4875","false","1","6568","7","7"
"4868","false","1","9139","13","13"
"4827","false","1","20000","17","18"
"4881","false","1","5970","10","10"
"4878","false","1","6303","12","12"
"4870","false","1","9412","18","18"
"4857","false","1","20000","3","10"
"4846","false","1","19127","13","13"
"4894","false","1","4635","8","8"
"4863","false","1","9039","14","14"
"4880","false","1","11381","16","16"
"4882","false","1","11178","14","14"
"4901","false","1","7033","13","13"
"4852","false","1","12885","15","15"
"4891","false","1","7257","15","15"
"4893","false","1","9094","12","12"
